event_id,timestamp,recipient,sender,subject,url,attachment,spf,dkim,dmarc,url_reputation,verdict,reason
E00179,2026-09-09 18:53:50,nnakale,alerts@vendor.com,Industry newsletter,https://portal.example.com/1458,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00180,2026-09-10 07:11:14,pnakale,newsletter@industry.org,Industry newsletter,https://portal.example.com/8827,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00181,2026-09-10 07:25:41,haufiku,no-reply@microsoft.com,Password expiry notice,https://portal.example.com/8858,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00182,2026-09-10 07:28:05,mukwambi,billing@cloudservice.com,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00183,2026-09-10 07:28:20,shilongo,training@nust.na,Monthly statement,https://portal.example.com/3958,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00184,2026-09-10 07:43:34,nduminga,statements@banking-partner.na,Invoice available,https://portal.example.com/6837,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00185,2026-09-10 07:46:12,jkavari,statements@banking-partner.na,Industry newsletter,https://portal.example.com/8300,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00186,2026-09-10 07:51:39,nambala,training@nust.na,Monthly statement,https://portal.example.com/9938,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00187,2026-09-10 08:17:56,haufiku,training@nust.na,Industry newsletter,,,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00188,2026-09-10 08:32:33,nduminga,no-reply@microsoft.com,Password expiry notice,https://portal.example.com/7549,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00189,2026-09-10 09:10:30,jkavari,billing@cloudservice.com,Password expiry notice,https://portal.example.com/3993,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00190,2026-09-10 09:25:27,sihuhua,procurement@supplier.na,Invoice available,https://portal.example.com/9638,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00191,2026-09-10 09:32:13,ntinda,training@nust.na,Industry newsletter,https://portal.example.com/6935,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00192,2026-09-10 09:35:41,nghifindaka,statements@banking-partner.na,Invoice available,https://portal.example.com/5488,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00193,2026-09-10 09:44:53,ndjaba,newsletter@industry.org,Purchase order update,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00194,2026-09-10 09:50:57,sankwasa,no-reply@microsoft.com,Password expiry notice,https://portal.example.com/9222,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00195,2026-09-10 09:51:29,ntinda,billing@cloudservice.com,Service notification,https://portal.example.com/3053,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00196,2026-09-10 10:02:35,sankwasa,no-reply@microsoft.com,Purchase order update,https://portal.example.com/3186,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00197,2026-09-10 10:14:34,nnakale,no-reply@microsoft.com,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00198,2026-09-10 10:15:23,tkamati,accounts@unknown-invoice.com,Outstanding invoice,https://unknown-invoice.com/view,invoice.iso,fail,none,fail,malicious,QUARANTINE,DMARC failure and risky attachment
E00199,2026-09-10 10:37:05,tjirera,statements@banking-partner.na,Service notification,https://portal.example.com/1381,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00200,2026-09-10 10:42:20,amupanda,billing@cloudservice.com,Invoice available,https://portal.example.com/6701,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00201,2026-09-10 10:53:00,amupanda,training@nust.na,Monthly statement,https://portal.example.com/5532,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00202,2026-09-10 11:11:07,murorua,no-reply@microsoft.com,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00203,2026-09-10 11:14:23,nnakale,statements@banking-partner.na,Security awareness reminder,https://portal.example.com/8198,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00204,2026-09-10 11:33:14,mbandeka,statements@banking-partner.na,Purchase order update,,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00205,2026-09-10 12:03:51,katjiuongua,procurement@supplier.na,Invoice available,,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00206,2026-09-10 12:19:15,nghifindaka,no-reply@microsoft.com,Purchase order update,,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00207,2026-09-10 12:27:41,nambala,billing@cloudservice.com,Monthly statement,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00208,2026-09-10 12:30:26,hamukwaya,newsletter@industry.org,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00209,2026-09-10 12:43:37,tkamati,no-reply@microsoft.com,Purchase order update,https://portal.example.com/1527,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00210,2026-09-10 12:50:36,tshivute,procurement@supplier.na,Password expiry notice,https://portal.example.com/9366,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00211,2026-09-10 12:51:45,katjiuongua,billing@cloudservice.com,Purchase order update,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00212,2026-09-10 12:53:43,mhaingura,training@nust.na,Industry newsletter,https://portal.example.com/9637,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00213,2026-09-10 13:32:30,pnakale,no-reply@microsoft.com,Industry newsletter,https://portal.example.com/5586,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00214,2026-09-10 13:38:07,pnakale,billing@cloudservice.com,Purchase order update,https://portal.example.com/4923,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00215,2026-09-10 13:55:20,sankwasa,no-reply@microsoft.com,Service notification,https://portal.example.com/8256,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00216,2026-09-10 13:58:02,nambala,newsletter@industry.org,Industry newsletter,https://portal.example.com/4444,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00217,2026-09-10 14:00:47,hamukwaya,no-reply@microsoft.com,Monthly statement,,,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00218,2026-09-10 14:05:17,shilongo,training@nust.na,Service notification,https://portal.example.com/5720,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00219,2026-09-10 14:07:04,sihuhua,newsletter@industry.org,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00220,2026-09-10 14:07:25,ntinda,procurement@supplier.na,Password expiry notice,,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00221,2026-09-10 14:20:18,tjirera,newsletter@industry.org,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00222,2026-09-10 14:29:14,jkavari,newsletter@industry.org,Security awareness reminder,https://portal.example.com/1547,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00223,2026-09-10 14:30:50,shapaka,procurement@supplier.na,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00224,2026-09-10 14:47:01,ntinda,newsletter@industry.org,Security awareness reminder,https://portal.example.com/9556,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00225,2026-09-10 15:02:28,tjirera,newsletter@industry.org,Service notification,https://portal.example.com/7601,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00226,2026-09-10 15:23:25,tshivute,newsletter@industry.org,Monthly statement,https://portal.example.com/8320,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00227,2026-09-10 15:36:35,haufiku,alerts@vendor.com,Monthly statement,https://portal.example.com/9396,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00228,2026-09-10 15:39:27,hamukwaya,alerts@vendor.com,Industry newsletter,https://portal.example.com/4684,invoice.pdf,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00229,2026-09-10 15:42:46,pnakale,alerts@vendor.com,Password expiry notice,https://portal.example.com/3332,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00230,2026-09-10 15:51:30,ndjaba,alerts@vendor.com,Security awareness reminder,https://portal.example.com/3972,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00231,2026-09-10 15:55:50,hamukwaya,procurement@supplier.na,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00232,2026-09-10 15:56:13,nambala,billing@cloudservice.com,Monthly statement,https://portal.example.com/3980,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00233,2026-09-10 16:05:48,tjirera,no-reply@microsoft.com,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00234,2026-09-10 16:08:32,hamukwaya,alerts@vendor.com,Purchase order update,https://portal.example.com/9798,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00235,2026-09-10 16:22:46,shilongo,billing@cloudservice.com,Service notification,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00236,2026-09-10 16:58:52,haufiku,procurement@supplier.na,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00237,2026-09-10 17:25:15,pnakale,statements@banking-partner.na,Industry newsletter,https://portal.example.com/2316,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00238,2026-09-10 17:29:57,sihuhua,newsletter@industry.org,Invoice available,,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00239,2026-09-10 17:33:16,tkamati,alerts@vendor.com,Monthly statement,https://portal.example.com/2893,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00240,2026-09-10 17:33:32,shilongo,statements@banking-partner.na,Industry newsletter,https://portal.example.com/6410,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00241,2026-09-10 17:41:09,nduminga,billing@cloudservice.com,Invoice available,https://portal.example.com/3865,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00242,2026-09-10 17:43:24,shapaka,training@nust.na,Password expiry notice,https://portal.example.com/6590,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00243,2026-09-10 17:53:22,tshivute,no-reply@microsoft.com,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00244,2026-09-10 18:01:48,murorua,newsletter@industry.org,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00245,2026-09-10 18:03:57,tshivute,procurement@supplier.na,Invoice available,,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00246,2026-09-10 18:04:29,haufiku,newsletter@industry.org,Monthly statement,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00247,2026-09-10 18:11:51,jkavari,training@nust.na,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00248,2026-09-10 18:19:23,tshivute,billing@cloudservice.com,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00249,2026-09-10 18:22:47,nnakale,statements@banking-partner.na,Monthly statement,https://portal.example.com/9762,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00250,2026-09-10 18:32:47,murorua,procurement@supplier.na,Password expiry notice,https://portal.example.com/9629,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00251,2026-09-10 18:50:22,nambala,newsletter@industry.org,Security awareness reminder,,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00252,2026-09-11 07:04:23,nghifindaka,billing@cloudservice.com,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00253,2026-09-11 07:10:25,nduminga,training@nust.na,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00254,2026-09-11 07:45:30,nambala,training@nust.na,Invoice available,https://portal.example.com/4806,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00255,2026-09-11 07:45:41,nghifindaka,newsletter@industry.org,Invoice available,https://portal.example.com/3609,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00256,2026-09-11 07:52:26,mbandeka,no-reply@microsoft.com,Monthly statement,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00257,2026-09-11 07:55:08,pnakale,no-reply@microsoft.com,Security awareness reminder,https://portal.example.com/6190,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00258,2026-09-11 08:07:50,amupanda,training@nust.na,Service notification,https://portal.example.com/9704,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00259,2026-09-11 08:13:20,murorua,billing@cloudservice.com,Service notification,https://portal.example.com/3762,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00260,2026-09-11 08:16:59,tjirera,alerts@vendor.com,Invoice available,https://portal.example.com/9237,agenda.xlsx,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00261,2026-09-11 08:25:17,shilongo,statements@banking-partner.na,Service notification,https://portal.example.com/5595,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00262,2026-09-11 08:35:23,nduminga,statements@banking-partner.na,Purchase order update,https://portal.example.com/8860,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00263,2026-09-11 09:01:32,kndjavera,no-reply@microsoft.com,Monthly statement,https://portal.example.com/5048,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00264,2026-09-11 09:06:12,murorua,no-reply@microsoft.com,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00265,2026-09-11 09:12:58,kndjavera,procurement@supplier.na,Monthly statement,,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00266,2026-09-11 09:37:01,nduminga,statements@banking-partner.na,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00267,2026-09-11 09:52:14,ntinda,procurement@supplier.na,Invoice available,https://portal.example.com/1387,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00268,2026-09-11 10:05:46,kndjavera,alerts@vendor.com,Monthly statement,https://portal.example.com/1720,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00269,2026-09-11 10:13:15,nambala,no-reply@microsoft.com,Purchase order update,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00270,2026-09-11 10:26:42,mukwambi,training@nust.na,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00271,2026-09-11 10:28:04,katjiuongua,statements@banking-partner.na,Purchase order update,https://portal.example.com/8646,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00272,2026-09-11 10:47:47,sihuhua,training@nust.na,Service notification,,,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00273,2026-09-11 11:08:49,nnakale,no-reply@microsoft.com,Service notification,https://portal.example.com/5727,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00274,2026-09-11 11:11:37,tkamati,no-reply@microsoft.com,Security awareness reminder,https://portal.example.com/4122,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00275,2026-09-11 11:33:42,sihuhua,alerts@vendor.com,Purchase order update,https://portal.example.com/4707,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00276,2026-09-11 11:40:34,shapaka,procurement@supplier.na,Purchase order update,https://portal.example.com/3343,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00277,2026-09-11 11:42:36,ndjaba,statements@banking-partner.na,Monthly statement,https://portal.example.com/9888,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00278,2026-09-11 12:10:49,mbandeka,no-reply@microsoft.com,Security awareness reminder,https://portal.example.com/9850,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00279,2026-09-11 12:28:48,pnakale,alerts@vendor.com,Service notification,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00280,2026-09-11 12:40:25,haufiku,training@nust.na,Service notification,https://portal.example.com/1244,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00281,2026-09-11 12:53:36,shilongo,procurement@supplier.na,Security awareness reminder,https://portal.example.com/6422,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00282,2026-09-11 13:04:24,amupanda,statements@banking-partner.na,Purchase order update,https://portal.example.com/8114,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00283,2026-09-11 13:08:37,nduminga,no-reply@microsoft.com,Service notification,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00284,2026-09-11 13:15:14,sihuhua,billing@cloudservice.com,Security awareness reminder,https://portal.example.com/3556,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00285,2026-09-11 13:22:53,nghifindaka,no-reply@microsoft.com,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00286,2026-09-11 13:40:27,katjiuongua,alerts@vendor.com,Invoice available,https://portal.example.com/7847,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00287,2026-09-11 13:42:34,mukwambi,alerts@vendor.com,Monthly statement,,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00288,2026-09-11 13:50:46,ntinda,statements@banking-partner.na,Service notification,,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00289,2026-09-11 14:06:52,haufiku,statements@banking-partner.na,Industry newsletter,https://portal.example.com/2946,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00290,2026-09-11 14:09:14,nambala,no-reply@microsoft.com,Security awareness reminder,https://portal.example.com/1419,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00291,2026-09-11 14:11:02,nduminga,training@nust.na,Security awareness reminder,https://portal.example.com/7726,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00292,2026-09-11 14:42:50,hamukwaya,statements@banking-partner.na,Security awareness reminder,https://portal.example.com/9566,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00293,2026-09-11 15:06:31,sankwasa,alerts@vendor.com,Monthly statement,,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00294,2026-09-11 15:08:00,shapaka,billing@cloudservice.com,Service notification,,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00295,2026-09-11 15:12:17,hamukwaya,procurement@supplier.na,Industry newsletter,https://portal.example.com/9604,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00296,2026-09-11 15:17:14,sihuhua,statements@banking-partner.na,Invoice available,https://portal.example.com/8482,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00297,2026-09-11 15:32:58,shapaka,training@nust.na,Service notification,https://portal.example.com/8019,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00298,2026-09-11 15:44:07,sihuhua,newsletter@industry.org,Security awareness reminder,https://portal.example.com/6903,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00299,2026-09-11 15:49:18,shapaka,newsletter@industry.org,Service notification,https://portal.example.com/1440,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00300,2026-09-11 16:04:35,nduminga,training@nust.na,Service notification,https://portal.example.com/6672,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00301,2026-09-11 16:10:50,ntinda,training@nust.na,Invoice available,https://portal.example.com/9194,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00302,2026-09-11 16:22:17,haufiku,billing@cloudservice.com,Invoice available,https://portal.example.com/9766,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00303,2026-09-11 16:34:37,tshivute,statements@banking-partner.na,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00304,2026-09-11 16:42:17,nambala,training@nust.na,Industry newsletter,https://portal.example.com/2675,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00305,2026-09-11 16:54:12,mhaingura,benefits@ofservices-portal.com,Action required: 2026 employee benefits review,https://ofservices-portal.com/benefits-review,,pass,pass,pass,unknown,ALLOW,Newly registered domain; no block rule
E00306,2026-09-11 16:58:10,ntinda,alerts@vendor.com,Monthly statement,https://portal.example.com/9121,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00307,2026-09-11 17:01:44,mhaingura,benefits@ofservices-portal.com,Reminder: benefits review closes today,https://ofservices-portal.com/benefits-review,,pass,pass,pass,unknown,ALLOW,Newly registered domain; no block rule
E00308,2026-09-11 17:03:02,jkavari,training@nust.na,Monthly statement,https://portal.example.com/4322,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00309,2026-09-11 17:09:49,nghifindaka,procurement@supplier.na,Service notification,https://portal.example.com/9864,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00310,2026-09-11 17:14:25,katjiuongua,procurement@supplier.na,Service notification,https://portal.example.com/5069,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00311,2026-09-11 17:20:25,tkamati,statements@banking-partner.na,Industry newsletter,https://portal.example.com/2511,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00312,2026-09-11 17:32:45,nghifindaka,newsletter@industry.org,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00313,2026-09-11 17:43:28,tjirera,training@nust.na,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00314,2026-09-11 17:58:48,hamukwaya,training@nust.na,Service notification,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00315,2026-09-11 18:00:38,mbandeka,training@nust.na,Security awareness reminder,,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00316,2026-09-11 18:14:36,jkavari,no-reply@microsoft.com,Purchase order update,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00317,2026-09-11 18:15:05,mbandeka,newsletter@industry.org,Purchase order update,https://portal.example.com/6945,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00318,2026-09-11 18:20:54,tkamati,training@nust.na,Password expiry notice,https://portal.example.com/5330,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00319,2026-09-11 18:24:58,sihuhua,newsletter@industry.org,Service notification,,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00320,2026-09-11 18:36:00,murorua,training@nust.na,Purchase order update,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00321,2026-09-11 18:47:15,haufiku,procurement@supplier.na,Invoice available,https://portal.example.com/4425,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00322,2026-09-11 18:53:58,amupanda,newsletter@industry.org,Purchase order update,https://portal.example.com/5448,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00323,2026-09-12 07:47:31,nduminga,alerts@vendor.com,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00324,2026-09-12 07:57:37,murorua,alerts@vendor.com,Service notification,https://portal.example.com/7134,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00325,2026-09-12 08:07:13,haufiku,training@nust.na,Service notification,https://portal.example.com/2036,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00326,2026-09-12 08:32:40,pnakale,procurement@supplier.na,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00327,2026-09-12 08:37:56,shilongo,statements@banking-partner.na,Industry newsletter,,,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00328,2026-09-12 08:49:49,sihuhua,no-reply@microsoft.com,Industry newsletter,https://portal.example.com/2548,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00329,2026-09-12 08:59:06,nnakale,alerts@vendor.com,Service notification,https://portal.example.com/8056,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00330,2026-09-12 09:00:18,pnakale,newsletter@industry.org,Invoice available,,,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00331,2026-09-12 09:32:05,nambala,training@nust.na,Service notification,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00332,2026-09-12 09:36:56,nghifindaka,training@nust.na,Service notification,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00333,2026-09-12 10:00:37,tkamati,newsletter@industry.org,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00334,2026-09-12 10:03:02,shapaka,statements@banking-partner.na,Service notification,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00335,2026-09-12 10:11:51,shilongo,training@nust.na,Invoice available,,invoice.pdf,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00336,2026-09-12 10:32:08,jkavari,procurement@supplier.na,Password expiry notice,https://portal.example.com/7617,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00337,2026-09-12 11:16:25,pnakale,procurement@supplier.na,Invoice available,https://portal.example.com/8084,,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00338,2026-09-12 11:41:15,jkavari,statements@banking-partner.na,Monthly statement,https://portal.example.com/2663,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00339,2026-09-12 11:58:32,katjiuongua,billing@cloudservice.com,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00340,2026-09-12 12:14:26,pnakale,statements@banking-partner.na,Purchase order update,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00341,2026-09-12 12:33:02,tjirera,no-reply@microsoft.com,Monthly statement,,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00342,2026-09-12 12:43:47,ndjaba,procurement@supplier.na,Security awareness reminder,https://portal.example.com/5535,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00343,2026-09-12 13:01:06,nghifindaka,no-reply@microsoft.com,Invoice available,,,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00344,2026-09-12 13:36:42,mukwambi,billing@cloudservice.com,Invoice available,https://portal.example.com/1165,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00345,2026-09-12 14:10:53,tkamati,statements@banking-partner.na,Security awareness reminder,https://portal.example.com/4045,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00346,2026-09-12 14:12:37,mukwambi,training@nust.na,Purchase order update,https://portal.example.com/5900,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00347,2026-09-12 14:27:52,ndjaba,newsletter@industry.org,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00348,2026-09-12 14:47:42,mbandeka,alerts@vendor.com,Invoice available,https://portal.example.com/9779,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00349,2026-09-12 14:56:28,mhaingura,statements@banking-partner.na,Password expiry notice,,statement.pdf,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00350,2026-09-12 15:15:36,tkamati,training@nust.na,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00351,2026-09-12 15:34:30,katjiuongua,billing@cloudservice.com,Industry newsletter,https://portal.example.com/9396,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00352,2026-09-12 15:36:24,shapaka,alerts@vendor.com,Purchase order update,https://portal.example.com/6409,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00353,2026-09-12 15:40:35,katjiuongua,training@nust.na,Invoice available,https://portal.example.com/9646,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00354,2026-09-12 15:48:48,tkamati,newsletter@industry.org,Purchase order update,https://portal.example.com/5447,statement.pdf,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00355,2026-09-12 15:53:45,nambala,newsletter@industry.org,Security awareness reminder,https://portal.example.com/9632,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00356,2026-09-12 16:06:27,mukwambi,statements@banking-partner.na,Monthly statement,https://portal.example.com/4030,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00357,2026-09-12 16:19:21,hamukwaya,billing@cloudservice.com,Monthly statement,https://portal.example.com/6124,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00358,2026-09-12 16:26:14,murorua,procurement@supplier.na,Security awareness reminder,,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
