event_id,timestamp,user_id,source_ip,country,city,device_id,result,mfa_result,client_version
V00193,2026-09-11 09:16:52,shilongo,197.188.209.210,NA,Windhoek,CORP-WKST-LOAN-018,SUCCESS,APPROVED,7.2.4
V00194,2026-09-11 09:18:04,nambala,197.188.79.28,NA,Swakopmund,CORP-WKST-SWK-012,SUCCESS,APPROVED,7.2.4
V00195,2026-09-11 09:23:52,ntinda,197.188.66.119,NA,Windhoek,CORP-WKST-MKT-010,SUCCESS,APPROVED,7.2.4
V00196,2026-09-11 09:46:04,tjirera,197.188.74.62,NA,Windhoek,CORP-WKST-AUD-004,SUCCESS,APPROVED,7.2.4
V00197,2026-09-11 10:01:13,mukwambi,197.188.4.141,NA,Windhoek,CORP-WKST-HR-014,SUCCESS,APPROVED,7.2.4
V00198,2026-09-11 11:21:03,sankwasa,197.188.41.158,NA,Windhoek,CORP-WKST-PRC-008,SUCCESS,APPROVED,7.2.4
V00199,2026-09-11 11:23:47,nduminga,197.188.140.35,NA,Swakopmund,CORP-WKST-SWK-002,FAILURE,TIMEOUT,7.2.4
V00200,2026-09-11 11:24:08,shilongo,197.188.8.97,NA,Windhoek,CORP-WKST-LOAN-018,SUCCESS,APPROVED,7.2.4
V00201,2026-09-11 11:32:50,tjirera,197.188.210.216,NA,Windhoek,CORP-WKST-AUD-004,SUCCESS,APPROVED,7.2.4
V00202,2026-09-11 12:01:29,mhaingura,197.188.189.201,NA,Windhoek,CORP-WKST-CS-017,SUCCESS,APPROVED,7.2.4
V00203,2026-09-11 12:03:43,nambala,197.188.115.150,NA,Swakopmund,CORP-WKST-SWK-012,SUCCESS,APPROVED,7.2.4
V00204,2026-09-11 12:30:20,nambala,197.188.178.55,NA,Swakopmund,CORP-WKST-SWK-012,SUCCESS,APPROVED,7.2.4
V00205,2026-09-11 12:39:21,kndjavera,197.188.218.222,NA,Windhoek,CORP-WKST-CMP-009,SUCCESS,APPROVED,7.2.4
V00206,2026-09-11 12:54:46,tshivute,197.188.118.188,NA,Windhoek,CORP-WKST-FIN-004,SUCCESS,APPROVED,7.2.4
V00207,2026-09-11 12:56:30,sankwasa,197.188.58.167,NA,Windhoek,CORP-WKST-PRC-008,SUCCESS,APPROVED,7.2.4
V00208,2026-09-11 13:16:08,haufiku,197.188.144.123,NA,Windhoek,CORP-WKST-SOC-003,SUCCESS,APPROVED,7.2.4
V00209,2026-09-11 14:50:20,sankwasa,197.188.221.134,NA,Windhoek,CORP-WKST-PRC-008,SUCCESS,APPROVED,7.2.4
V00210,2026-09-11 14:50:32,nduminga,197.188.52.161,NA,Swakopmund,CORP-WKST-SWK-002,SUCCESS,APPROVED,7.2.4
V00211,2026-09-11 15:21:40,murorua,197.188.32.135,NA,Windhoek,CORP-WKST-RSK-006,SUCCESS,APPROVED,7.2.4
V00212,2026-09-11 15:25:08,murorua,197.188.153.181,NA,Windhoek,CORP-WKST-RSK-006,FAILURE,TIMEOUT,7.2.4
V00213,2026-09-11 15:28:12,amupanda,197.188.229.197,NA,Windhoek,CORP-WKST-CMP-003,SUCCESS,APPROVED,7.2.4
V00214,2026-09-11 15:29:55,tshivute,197.188.20.41,NA,Windhoek,CORP-WKST-FIN-004,FAILURE,TIMEOUT,7.2.4
V00215,2026-09-11 16:24:02,haufiku,197.188.4.108,NA,Windhoek,CORP-WKST-SOC-003,FAILURE,DENIED,7.2.4
V00216,2026-09-11 16:47:34,ndjaba,197.188.228.62,NA,Ondangwa,CORP-WKST-OND-004,SUCCESS,APPROVED,7.2.4
V00217,2026-09-11 17:57:22,kndjavera,197.188.155.145,NA,Windhoek,CORP-WKST-CMP-009,SUCCESS,APPROVED,7.2.4
V00218,2026-09-11 17:58:28,mbandeka,197.188.227.123,NA,Windhoek,CORP-WKST-LGL-005,SUCCESS,APPROVED,7.2.4
V00219,2026-09-11 18:03:25,mhaingura,197.188.219.105,NA,Windhoek,CORP-WKST-CS-017,SUCCESS,APPROVED,7.2.4
V00220,2026-09-11 18:06:13,katjiuongua,197.188.7.20,NA,Windhoek,CORP-WKST-IT-012,SUCCESS,APPROVED,7.2.4
V00221,2026-09-11 18:11:49,sihuhua,197.188.178.147,NA,Swakopmund,CORP-WKST-SWK-008,SUCCESS,APPROVED,7.2.4
V00222,2026-09-11 18:18:05,mhaingura,102.134.88.19,ZA,Johannesburg,WIN-CLIENT-8472,FAILURE,DENIED,7.0.9
V00223,2026-09-11 18:18:29,mhaingura,102.134.88.19,ZA,Johannesburg,WIN-CLIENT-8472,FAILURE,DENIED,7.0.9
V00224,2026-09-11 18:18:58,mhaingura,102.134.88.19,ZA,Johannesburg,WIN-CLIENT-8472,FAILURE,TIMEOUT,7.0.9
V00225,2026-09-11 18:19:22,mhaingura,102.134.88.19,ZA,Johannesburg,WIN-CLIENT-8472,FAILURE,DENIED,7.0.9
V00226,2026-09-11 18:20:11,mhaingura,102.134.88.19,ZA,Johannesburg,WIN-CLIENT-8472,SUCCESS,APPROVED,7.0.9
V00227,2026-09-11 18:22:01,mhaingura,197.188.74.23,NA,Windhoek,CORP-WKST-CS-017,SUCCESS,APPROVED,7.2.4
V00228,2026-09-11 18:30:02,mukwambi,197.188.194.25,NA,Windhoek,CORP-WKST-HR-014,SUCCESS,APPROVED,7.2.4
V00229,2026-09-11 18:36:19,haufiku,197.188.162.25,NA,Windhoek,CORP-WKST-SOC-003,SUCCESS,APPROVED,7.2.4
V00230,2026-09-11 18:39:56,hamukwaya,197.188.18.168,NA,Windhoek,CORP-WKST-TRY-007,SUCCESS,APPROVED,7.2.4
V00231,2026-09-11 19:08:14,ndjaba,197.188.40.74,NA,Ondangwa,CORP-WKST-OND-004,SUCCESS,APPROVED,7.2.4
V00232,2026-09-11 19:43:31,nambala,197.188.155.1,NA,Swakopmund,CORP-WKST-SWK-012,SUCCESS,APPROVED,7.2.4
V00233,2026-09-11 19:53:59,tkamati,197.188.139.177,NA,Windhoek,CORP-WKST-CS-011,SUCCESS,APPROVED,7.2.4
V00234,2026-09-11 22:20:44,nduminga,197.188.136.82,NA,Swakopmund,CORP-WKST-SWK-002,SUCCESS,APPROVED,7.2.4
V00235,2026-09-12 00:07:48,mhaingura,102.134.88.19,ZA,Johannesburg,WIN-CLIENT-8472,SUCCESS,APPROVED,7.0.9
V00236,2026-09-12 05:35:53,nambala,197.188.146.110,NA,Swakopmund,CORP-WKST-SWK-012,SUCCESS,APPROVED,7.2.4
V00237,2026-09-12 06:26:04,hamukwaya,197.188.97.159,NA,Windhoek,CORP-WKST-TRY-007,SUCCESS,APPROVED,7.2.4
V00238,2026-09-12 06:27:01,murorua,197.188.224.98,NA,Windhoek,CORP-WKST-RSK-006,SUCCESS,APPROVED,7.2.4
V00239,2026-09-12 06:37:21,tshivute,197.188.81.176,NA,Windhoek,CORP-WKST-FIN-004,SUCCESS,APPROVED,7.2.4
V00240,2026-09-12 06:50:33,mbandeka,197.188.11.15,NA,Windhoek,CORP-WKST-LGL-005,SUCCESS,APPROVED,7.2.4
V00241,2026-09-12 07:05:40,katjiuongua,197.188.40.139,NA,Windhoek,CORP-WKST-IT-012,SUCCESS,APPROVED,7.2.4
V00242,2026-09-12 07:23:44,katjiuongua,197.188.123.225,NA,Windhoek,CORP-WKST-IT-012,SUCCESS,APPROVED,7.2.4
V00243,2026-09-12 07:27:33,tkamati,197.188.155.138,NA,Windhoek,CORP-WKST-CS-011,SUCCESS,APPROVED,7.2.4
V00244,2026-09-12 07:46:21,jkavari,197.188.67.27,NA,Windhoek,CORP-WKST-FIN-021,SUCCESS,APPROVED,7.2.4
V00245,2026-09-12 08:58:41,murorua,197.188.27.220,NA,Windhoek,CORP-WKST-RSK-006,SUCCESS,APPROVED,7.2.4
V00246,2026-09-12 09:06:45,murorua,197.188.114.203,NA,Windhoek,CORP-WKST-RSK-006,SUCCESS,APPROVED,7.2.4
V00247,2026-09-12 09:19:58,tshivute,197.188.77.75,NA,Windhoek,CORP-WKST-FIN-004,SUCCESS,APPROVED,7.2.4
V00248,2026-09-12 09:31:17,nghifindaka,197.188.111.84,NA,Windhoek,CORP-WKST-IT-005,SUCCESS,APPROVED,7.2.4
V00249,2026-09-12 10:03:26,mhaingura,197.188.125.225,NA,Windhoek,CORP-WKST-CS-017,SUCCESS,APPROVED,7.2.4
V00250,2026-09-12 10:34:49,jkavari,197.188.223.114,NA,Windhoek,CORP-WKST-FIN-021,SUCCESS,APPROVED,7.2.4
V00251,2026-09-12 10:36:47,jkavari,197.188.165.46,NA,Windhoek,CORP-WKST-FIN-021,SUCCESS,APPROVED,7.2.4
V00252,2026-09-12 11:04:39,ntinda,197.188.87.16,NA,Windhoek,CORP-WKST-MKT-010,SUCCESS,APPROVED,7.2.4
V00253,2026-09-12 11:15:03,amupanda,197.188.23.17,NA,Windhoek,CORP-WKST-CMP-003,SUCCESS,APPROVED,7.2.4
V00254,2026-09-12 11:51:00,mukwambi,197.188.8.99,NA,Windhoek,CORP-WKST-HR-014,SUCCESS,APPROVED,7.2.4
V00255,2026-09-12 12:22:57,ntinda,197.188.133.151,NA,Windhoek,CORP-WKST-MKT-010,SUCCESS,APPROVED,7.2.4
V00256,2026-09-12 13:06:54,mbandeka,197.188.53.152,NA,Windhoek,CORP-WKST-LGL-005,SUCCESS,APPROVED,7.2.4
V00257,2026-09-12 13:20:18,nghifindaka,197.188.96.197,NA,Windhoek,CORP-WKST-IT-005,SUCCESS,APPROVED,7.2.4
V00258,2026-09-12 13:44:04,nduminga,197.188.16.134,NA,Swakopmund,CORP-WKST-SWK-002,SUCCESS,APPROVED,7.2.4
V00259,2026-09-12 13:58:59,nambala,197.188.96.61,NA,Swakopmund,CORP-WKST-SWK-012,SUCCESS,APPROVED,7.2.4
V00260,2026-09-12 14:22:32,mukwambi,197.188.145.51,NA,Windhoek,CORP-WKST-HR-014,SUCCESS,APPROVED,7.2.4
V00261,2026-09-12 14:39:51,tkamati,197.188.104.117,NA,Windhoek,CORP-WKST-CS-011,SUCCESS,APPROVED,7.2.4
V00262,2026-09-12 15:14:24,nambala,197.188.221.150,NA,Swakopmund,CORP-WKST-SWK-012,SUCCESS,APPROVED,7.2.4
V00263,2026-09-12 15:46:07,kndjavera,197.188.3.107,NA,Windhoek,CORP-WKST-CMP-009,FAILURE,NOT_SENT,7.2.4
V00264,2026-09-12 16:02:27,ndjaba,197.188.111.19,NA,Ondangwa,CORP-WKST-OND-004,SUCCESS,APPROVED,7.2.4
V00265,2026-09-12 16:38:59,amupanda,197.188.64.221,NA,Windhoek,CORP-WKST-CMP-003,SUCCESS,APPROVED,7.2.4
V00266,2026-09-12 16:57:32,mhaingura,197.188.218.47,NA,Windhoek,CORP-WKST-CS-017,SUCCESS,APPROVED,7.2.4
V00267,2026-09-12 16:59:17,amupanda,197.188.158.8,NA,Windhoek,CORP-WKST-CMP-003,SUCCESS,APPROVED,7.2.4
V00268,2026-09-12 17:23:08,amupanda,197.188.45.159,NA,Windhoek,CORP-WKST-CMP-003,SUCCESS,APPROVED,7.2.4
V00269,2026-09-12 17:35:58,amupanda,197.188.51.153,NA,Windhoek,CORP-WKST-CMP-003,SUCCESS,APPROVED,7.2.4
V00270,2026-09-12 18:04:20,mukwambi,197.188.127.45,NA,Windhoek,CORP-WKST-HR-014,SUCCESS,APPROVED,7.2.4
V00271,2026-09-12 18:28:21,tshivute,197.188.112.90,NA,Windhoek,CORP-WKST-FIN-004,SUCCESS,APPROVED,7.2.4
V00272,2026-09-12 18:43:24,haufiku,197.188.102.37,NA,Windhoek,CORP-WKST-SOC-003,SUCCESS,APPROVED,7.2.4
V00273,2026-09-12 19:42:01,sankwasa,197.188.63.170,NA,Windhoek,CORP-WKST-PRC-008,SUCCESS,APPROVED,7.2.4
V00274,2026-09-12 20:39:56,mhaingura,197.188.222.183,NA,Windhoek,CORP-WKST-CS-017,SUCCESS,APPROVED,7.2.4
V00275,2026-09-12 21:00:38,haufiku,197.188.177.162,NA,Windhoek,CORP-WKST-SOC-003,SUCCESS,APPROVED,7.2.4
V00276,2026-09-12 21:07:01,nduminga,197.188.162.138,NA,Swakopmund,CORP-WKST-SWK-002,SUCCESS,APPROVED,7.2.4
V00277,2026-09-12 22:58:22,amupanda,197.188.192.65,NA,Windhoek,CORP-WKST-CMP-003,SUCCESS,APPROVED,7.2.4
V00278,2026-09-13 05:52:45,shilongo,197.188.224.166,NA,Windhoek,CORP-WKST-LOAN-018,SUCCESS,APPROVED,7.2.4
V00279,2026-09-13 05:56:42,shapaka,197.188.165.86,NA,Windhoek,CORP-WKST-EXE-002,SUCCESS,APPROVED,7.2.4
V00280,2026-09-13 06:02:28,nnakale,197.188.85.49,NA,Windhoek,CORP-WKST-CS-006,SUCCESS,APPROVED,7.2.4
V00281,2026-09-13 07:31:42,shilongo,197.188.14.198,NA,Windhoek,CORP-WKST-LOAN-018,SUCCESS,APPROVED,7.2.4
V00282,2026-09-13 08:17:25,ntinda,197.188.209.172,NA,Windhoek,CORP-WKST-MKT-010,SUCCESS,APPROVED,7.2.4
V00283,2026-09-13 08:53:38,murorua,197.188.181.226,NA,Windhoek,CORP-WKST-RSK-006,SUCCESS,APPROVED,7.2.4
V00284,2026-09-13 09:09:41,nduminga,197.188.127.228,NA,Swakopmund,CORP-WKST-SWK-002,SUCCESS,APPROVED,7.2.4
V00285,2026-09-13 09:16:38,hamukwaya,197.188.2.201,NA,Windhoek,CORP-WKST-TRY-007,SUCCESS,APPROVED,7.2.4
V00286,2026-09-13 09:29:15,murorua,197.188.65.120,NA,Windhoek,CORP-WKST-RSK-006,SUCCESS,APPROVED,7.2.4
V00287,2026-09-13 09:45:20,shilongo,197.188.115.174,NA,Windhoek,CORP-WKST-LOAN-018,SUCCESS,APPROVED,7.2.4
V00288,2026-09-13 09:48:21,ntinda,197.188.223.135,NA,Windhoek,CORP-WKST-MKT-010,SUCCESS,APPROVED,7.2.4
V00289,2026-09-13 10:34:26,amupanda,197.188.196.121,NA,Windhoek,CORP-WKST-CMP-003,SUCCESS,APPROVED,7.2.4
V00290,2026-09-13 10:47:50,shilongo,197.188.110.202,NA,Windhoek,CORP-WKST-LOAN-018,SUCCESS,APPROVED,7.2.4
V00291,2026-09-13 11:35:17,haufiku,197.188.111.200,NA,Windhoek,CORP-WKST-SOC-003,SUCCESS,APPROVED,7.2.4
V00292,2026-09-13 11:41:12,hamukwaya,197.188.123.135,NA,Windhoek,CORP-WKST-TRY-007,SUCCESS,APPROVED,7.2.4
V00293,2026-09-13 11:41:44,hamukwaya,197.188.6.183,NA,Windhoek,CORP-WKST-TRY-007,SUCCESS,APPROVED,7.2.4
V00294,2026-09-13 12:00:41,tjirera,197.188.52.187,NA,Windhoek,CORP-WKST-AUD-004,SUCCESS,APPROVED,7.2.4
V00295,2026-09-13 12:57:56,mhaingura,197.188.183.96,NA,Windhoek,CORP-WKST-CS-017,SUCCESS,APPROVED,7.2.4
V00296,2026-09-13 13:41:43,nambala,197.188.187.170,NA,Swakopmund,CORP-WKST-SWK-012,SUCCESS,APPROVED,7.2.4
V00297,2026-09-13 13:56:27,nduminga,197.188.98.2,NA,Swakopmund,CORP-WKST-SWK-002,SUCCESS,APPROVED,7.2.4
V00298,2026-09-13 14:54:18,haufiku,197.188.206.140,NA,Windhoek,CORP-WKST-SOC-003,SUCCESS,APPROVED,7.2.4
V00299,2026-09-13 14:56:09,amupanda,197.188.211.115,NA,Windhoek,CORP-WKST-CMP-003,SUCCESS,APPROVED,7.2.4
V00300,2026-09-13 15:18:28,sankwasa,197.188.83.153,NA,Windhoek,CORP-WKST-PRC-008,SUCCESS,APPROVED,7.2.4
V00301,2026-09-13 15:35:04,sihuhua,197.188.86.113,NA,Swakopmund,CORP-WKST-SWK-008,SUCCESS,APPROVED,7.2.4
V00302,2026-09-13 17:00:08,katjiuongua,197.188.28.72,NA,Windhoek,CORP-WKST-IT-012,SUCCESS,APPROVED,7.2.4
V00303,2026-09-13 17:11:04,murorua,197.188.128.122,NA,Windhoek,CORP-WKST-RSK-006,FAILURE,DENIED,7.2.4
V00304,2026-09-13 17:31:43,pnakale,197.188.67.141,NA,Windhoek,CORP-WKST-HR-002,SUCCESS,APPROVED,7.2.4
V00305,2026-09-13 17:36:29,nghifindaka,197.188.70.201,NA,Windhoek,CORP-WKST-IT-005,SUCCESS,APPROVED,7.2.4
V00306,2026-09-13 18:04:29,pnakale,197.188.64.126,NA,Windhoek,CORP-WKST-HR-002,SUCCESS,APPROVED,7.2.4
V00307,2026-09-13 18:18:17,tshivute,197.188.167.36,NA,Windhoek,CORP-WKST-FIN-004,FAILURE,DENIED,7.2.4
V00308,2026-09-13 18:19:10,nnakale,197.188.198.164,NA,Windhoek,CORP-WKST-CS-006,SUCCESS,APPROVED,7.2.4
V00309,2026-09-13 19:28:04,nghifindaka,197.188.146.211,NA,Windhoek,CORP-WKST-IT-005,SUCCESS,APPROVED,7.2.4
V00310,2026-09-13 19:29:07,pnakale,197.188.206.78,NA,Windhoek,CORP-WKST-HR-002,SUCCESS,APPROVED,7.2.4
V00311,2026-09-13 19:52:24,nambala,197.188.178.93,NA,Swakopmund,CORP-WKST-SWK-012,SUCCESS,APPROVED,7.2.4
V00312,2026-09-13 20:03:44,haufiku,197.188.60.124,NA,Windhoek,CORP-WKST-SOC-003,SUCCESS,APPROVED,7.2.4
V00313,2026-09-13 20:28:09,sankwasa,197.188.79.136,NA,Windhoek,CORP-WKST-PRC-008,SUCCESS,APPROVED,7.2.4
V00314,2026-09-13 21:36:47,nghifindaka,197.188.186.115,NA,Windhoek,CORP-WKST-IT-005,SUCCESS,APPROVED,7.2.4
V00315,2026-09-13 21:36:52,shapaka,197.188.68.24,NA,Windhoek,CORP-WKST-EXE-002,SUCCESS,APPROVED,7.2.4
V00316,2026-09-13 22:29:20,sankwasa,197.188.198.91,NA,Windhoek,CORP-WKST-PRC-008,SUCCESS,APPROVED,7.2.4
V00317,2026-09-13 22:29:32,kndjavera,197.188.72.213,NA,Windhoek,CORP-WKST-CMP-009,SUCCESS,APPROVED,7.2.4
