event_id,timestamp,user_id,source_asset,destination_domain,destination_ip,method,bytes_out,category,dlp_rule,action,file_name
D00203,2026-09-10 06:28:25,hamukwaya,WKST-TRY-007,bankofnamibia.org.na,41.182.205.52,POST,41406,Business,NONE,ALLOW,
D00204,2026-09-10 06:48:33,kndjavera,WKST-CMP-009,nust.na,197.188.60.237,GET,30070,Business,NONE,ALLOW,
D00205,2026-09-10 07:08:53,sihuhua,WKST-SWK-008,nust.na,104.21.199.207,GET,35104,Business,NONE,ALLOW,
D00206,2026-09-10 07:09:28,mhaingura,WKST-CS-017,dropbox.com,102.134.161.195,GET,77344,Cloud Storage,NONE,ALLOW,
D00207,2026-09-10 07:16:48,mbandeka,WKST-LGL-005,office.com,41.182.132.132,POST,218330,Business,NONE,ALLOW,
D00208,2026-09-10 07:24:56,sihuhua,WKST-SWK-008,nust.na,197.188.114.61,POST,40878,Business,NONE,ALLOW,
D00209,2026-09-10 08:10:00,nghifindaka,WKST-IT-005,salesforce.com,104.21.149.127,CONNECT,89146,Business,NONE,ALLOW,
D00210,2026-09-10 08:20:43,ndjaba,WKST-OND-004,dropbox.com,104.21.191.17,GET,51393,Cloud Storage,NONE,ALLOW,
D00211,2026-09-10 08:28:08,sihuhua,WKST-SWK-008,microsoft.com,197.188.120.199,POST,7915,Business,NONE,ALLOW,
D00212,2026-09-10 08:29:41,tjirera,WKST-AUD-004,github.com,196.44.209.101,CONNECT,113695,Cloud Storage,NONE,ALLOW,
D00213,2026-09-10 08:32:24,nghifindaka,WKST-IT-005,zoom.us,185.44.72.165,POST,35140,Business,NONE,ALLOW,
D00214,2026-09-10 08:32:46,mukwambi,WKST-HR-014,office.com,197.188.117.131,GET,33824,Business,NONE,ALLOW,
D00215,2026-09-10 08:42:30,sankwasa,WKST-PRC-008,zoom.us,197.188.25.91,POST,298000,Business,NONE,ALLOW,
D00216,2026-09-10 08:56:40,sankwasa,WKST-PRC-008,dropbox.com,102.134.71.138,GET,7922,Cloud Storage,NONE,ALLOW,
D00217,2026-09-10 08:59:34,shapaka,WKST-EXE-002,zoom.us,196.44.23.77,CONNECT,17534,Business,NONE,ALLOW,
D00218,2026-09-10 09:02:07,hamukwaya,WKST-TRY-007,google.com,185.44.122.94,CONNECT,35595,Business,NONE,ALLOW,
D00219,2026-09-10 09:07:03,haufiku,WKST-SOC-003,nust.na,196.44.244.211,CONNECT,2624,Business,NONE,ALLOW,
D00220,2026-09-10 09:15:23,pnakale,WKST-HR-002,salesforce.com,185.44.66.149,GET,36712,Business,NONE,ALLOW,
D00221,2026-09-10 09:43:58,pnakale,WKST-HR-002,microsoft.com,196.44.158.12,POST,223289,Business,NONE,ALLOW,
D00222,2026-09-10 09:48:18,nghifindaka,WKST-IT-005,salesforce.com,41.182.228.53,GET,17150,Business,NONE,ALLOW,
D00223,2026-09-10 09:52:53,nduminga,WKST-SWK-002,microsoft.com,41.182.172.232,POST,2622,Business,NONE,ALLOW,
D00224,2026-09-10 10:01:44,shapaka,WKST-EXE-002,nust.na,41.182.64.209,POST,92509,Business,NONE,ALLOW,
D00225,2026-09-10 10:29:19,shilongo,WKST-LOAN-018,office.com,41.182.175.4,CONNECT,10729,Business,NONE,ALLOW,
D00226,2026-09-10 10:29:26,tkamati,WKST-CS-011,github.com,104.21.173.13,CONNECT,145135,Cloud Storage,NONE,ALLOW,
D00227,2026-09-10 11:02:44,hamukwaya,WKST-TRY-007,dropbox.com,104.21.110.2,CONNECT,19042,Cloud Storage,NONE,ALLOW,
D00228,2026-09-10 11:26:51,shilongo,WKST-LOAN-018,github.com,185.44.32.225,GET,9644,Cloud Storage,NONE,ALLOW,
D00229,2026-09-10 11:57:17,nambala,WKST-SWK-012,office.com,197.188.253.250,GET,21245,Business,NONE,ALLOW,
D00230,2026-09-10 12:11:19,mukwambi,WKST-HR-014,google.com,104.21.109.141,GET,18950,Business,NONE,ALLOW,
D00231,2026-09-10 12:55:54,tjirera,WKST-AUD-004,zoom.us,41.182.40.120,GET,13074,Business,NONE,ALLOW,
D00232,2026-09-10 13:00:54,tshivute,WKST-FIN-004,office.com,41.182.5.177,GET,64443,Business,NONE,ALLOW,
D00233,2026-09-10 13:06:04,mukwambi,WKST-HR-014,dropbox.com,102.134.55.44,CONNECT,21321,Cloud Storage,NONE,ALLOW,
D00234,2026-09-10 13:24:27,shapaka,WKST-EXE-002,google.com,197.188.161.187,CONNECT,74340,Business,NONE,ALLOW,
D00235,2026-09-10 13:27:46,mukwambi,WKST-HR-014,microsoft.com,45.83.35.244,GET,78098,Business,NONE,ALLOW,
D00236,2026-09-10 13:27:53,katjiuongua,WKST-IT-012,office.com,41.182.245.239,POST,7032,Business,NONE,ALLOW,
D00237,2026-09-10 13:37:23,jkavari,WKST-FIN-021,bankofnamibia.org.na,41.182.17.82,GET,105686,Business,NONE,ALLOW,
D00238,2026-09-10 13:56:10,haufiku,WKST-SOC-003,zoom.us,45.83.97.42,CONNECT,50200,Business,NONE,ALLOW,
D00239,2026-09-10 14:09:36,mhaingura,WKST-CS-017,zoom.us,102.134.90.28,GET,11457,Business,NONE,ALLOW,
D00240,2026-09-10 14:15:45,sihuhua,WKST-SWK-008,office.com,197.188.63.39,GET,83550,Business,NONE,ALLOW,
D00241,2026-09-10 14:21:06,amupanda,WKST-CMP-003,google.com,196.44.162.48,GET,24435,Business,NONE,ALLOW,
D00242,2026-09-10 14:23:21,haufiku,WKST-SOC-003,office.com,196.44.16.105,GET,30851,Business,NONE,ALLOW,
D00243,2026-09-10 14:41:00,nghifindaka,WKST-IT-005,github.com,197.188.58.84,CONNECT,19132,Cloud Storage,NONE,ALLOW,
D00244,2026-09-10 14:49:44,shapaka,WKST-EXE-002,github.com,102.134.204.41,CONNECT,125433,Cloud Storage,NONE,ALLOW,
D00245,2026-09-10 15:00:45,jkavari,WKST-FIN-021,office.com,45.83.44.214,CONNECT,151497,Business,NONE,ALLOW,
D00246,2026-09-10 15:14:12,nduminga,WKST-SWK-002,salesforce.com,196.44.189.46,GET,44568,Business,NONE,ALLOW,
D00247,2026-09-10 15:32:06,mukwambi,WKST-HR-014,dropbox.com,197.188.162.155,CONNECT,26432,Cloud Storage,NONE,ALLOW,
D00248,2026-09-10 15:46:01,katjiuongua,WKST-IT-012,github.com,104.21.170.250,CONNECT,12706,Cloud Storage,NONE,ALLOW,
D00249,2026-09-10 16:12:23,kndjavera,WKST-CMP-009,nust.na,104.21.158.75,GET,27662,Business,NONE,ALLOW,
D00250,2026-09-10 16:19:08,shapaka,WKST-EXE-002,microsoft.com,102.134.49.145,CONNECT,37971,Business,NONE,ALLOW,
D00251,2026-09-10 16:44:31,nghifindaka,WKST-IT-005,office.com,196.44.209.151,GET,42086,Business,NONE,ALLOW,
D00252,2026-09-10 16:45:10,sankwasa,WKST-PRC-008,office.com,196.44.37.248,CONNECT,39901,Business,NONE,ALLOW,
D00253,2026-09-10 16:51:36,sihuhua,WKST-SWK-008,microsoft.com,104.21.252.9,POST,47384,Business,NONE,ALLOW,
D00254,2026-09-10 17:11:29,mbandeka,WKST-LGL-005,github.com,196.44.69.110,GET,9508,Cloud Storage,NONE,ALLOW,
D00255,2026-09-10 17:14:00,sihuhua,WKST-SWK-008,github.com,196.44.16.75,GET,5204,Cloud Storage,NONE,ALLOW,
D00256,2026-09-10 17:20:15,sankwasa,WKST-PRC-008,bankofnamibia.org.na,41.182.123.172,POST,7567,Business,NONE,ALLOW,
D00257,2026-09-10 17:25:45,nduminga,WKST-SWK-002,salesforce.com,196.44.122.68,GET,32713,Business,NONE,ALLOW,
D00258,2026-09-10 17:45:52,hamukwaya,WKST-TRY-007,microsoft.com,197.188.64.29,CONNECT,6961,Business,NONE,ALLOW,
D00259,2026-09-10 17:49:35,shilongo,WKST-LOAN-018,nust.na,45.83.95.126,POST,6408,Business,NONE,ALLOW,
D00260,2026-09-10 18:09:54,tkamati,WKST-CS-011,github.com,41.182.80.150,GET,241799,Cloud Storage,NONE,ALLOW,
D00261,2026-09-10 18:11:54,mukwambi,WKST-HR-014,office.com,41.182.21.168,POST,9167,Business,NONE,ALLOW,
D00262,2026-09-10 18:27:23,tkamati,WKST-CS-011,office.com,196.44.30.161,GET,11108,Business,NONE,ALLOW,
D00263,2026-09-10 18:36:33,amupanda,WKST-CMP-003,microsoft.com,102.134.159.232,CONNECT,5468,Business,NONE,ALLOW,
D00264,2026-09-10 18:41:56,mukwambi,WKST-HR-014,nust.na,41.182.211.168,POST,28445,Business,NONE,ALLOW,
D00265,2026-09-10 19:18:32,tkamati,WKST-CS-011,microsoft.com,185.44.88.17,GET,4572,Business,NONE,ALLOW,
D00266,2026-09-10 19:43:43,amupanda,WKST-CMP-003,nust.na,45.83.224.50,POST,41002,Business,NONE,ALLOW,
D00267,2026-09-10 19:43:47,mbandeka,WKST-LGL-005,microsoft.com,45.83.41.238,POST,1656,Business,NONE,ALLOW,
D00268,2026-09-10 20:08:45,kndjavera,WKST-CMP-009,dropbox.com,41.182.244.244,CONNECT,7066,Cloud Storage,NONE,ALLOW,
D00269,2026-09-10 20:09:03,katjiuongua,WKST-IT-012,dropbox.com,45.83.71.153,GET,31185,Cloud Storage,NONE,ALLOW,
D00270,2026-09-10 20:09:21,shapaka,WKST-EXE-002,github.com,185.44.73.152,GET,59031,Cloud Storage,NONE,ALLOW,
D00271,2026-09-10 20:19:40,tjirera,WKST-AUD-004,microsoft.com,196.44.211.200,CONNECT,8883,Business,NONE,ALLOW,
D00272,2026-09-10 20:23:04,sankwasa,WKST-PRC-008,dropbox.com,197.188.31.148,GET,39814,Cloud Storage,NONE,ALLOW,
D00273,2026-09-10 20:29:28,pnakale,WKST-HR-002,microsoft.com,196.44.195.1,CONNECT,4647,Business,NONE,ALLOW,
D00274,2026-09-10 20:50:21,mbandeka,WKST-LGL-005,nust.na,45.83.26.253,CONNECT,21515,Business,NONE,ALLOW,
D00275,2026-09-11 06:08:12,sankwasa,WKST-PRC-008,github.com,104.21.226.67,GET,43799,Cloud Storage,NONE,ALLOW,
D00276,2026-09-11 06:08:38,sihuhua,WKST-SWK-008,zoom.us,41.182.232.89,CONNECT,15876,Business,NONE,ALLOW,
D00277,2026-09-11 06:45:43,pnakale,WKST-HR-002,google.com,197.188.219.190,GET,3243,Business,NONE,ALLOW,
D00278,2026-09-11 08:10:32,tjirera,WKST-AUD-004,microsoft.com,104.21.240.130,POST,17634,Business,NONE,ALLOW,
D00279,2026-09-11 08:28:54,sihuhua,WKST-SWK-008,github.com,104.21.37.240,CONNECT,121698,Cloud Storage,NONE,ALLOW,
D00280,2026-09-11 09:00:45,kndjavera,WKST-CMP-009,zoom.us,45.83.196.37,CONNECT,4937,Business,NONE,ALLOW,
D00281,2026-09-11 09:25:00,tshivute,WKST-FIN-004,office.com,185.44.215.7,CONNECT,2068,Business,NONE,ALLOW,
D00282,2026-09-11 09:31:28,tkamati,WKST-CS-011,google.com,41.182.70.66,POST,7690,Business,NONE,ALLOW,
D00283,2026-09-11 09:37:23,shapaka,WKST-EXE-002,salesforce.com,185.44.250.1,CONNECT,57813,Business,NONE,ALLOW,
D00284,2026-09-11 09:40:36,tkamati,WKST-CS-011,bankofnamibia.org.na,185.44.6.160,CONNECT,40502,Business,NONE,ALLOW,
D00285,2026-09-11 10:38:13,mbandeka,WKST-LGL-005,dropbox.com,197.188.147.147,GET,117295,Cloud Storage,NONE,ALLOW,
D00286,2026-09-11 10:46:28,sihuhua,WKST-SWK-008,google.com,185.44.239.61,GET,101374,Business,NONE,ALLOW,
D00287,2026-09-11 11:32:56,sankwasa,WKST-PRC-008,dropbox.com,185.44.128.143,POST,24502,Cloud Storage,NONE,ALLOW,
D00288,2026-09-11 11:37:28,pnakale,WKST-HR-002,bankofnamibia.org.na,196.44.65.132,POST,15863,Business,NONE,ALLOW,
D00289,2026-09-11 11:40:39,shilongo,WKST-LOAN-018,google.com,102.134.92.215,CONNECT,42328,Business,NONE,ALLOW,
D00290,2026-09-11 11:49:50,tkamati,WKST-CS-011,zoom.us,41.182.122.93,POST,72513,Business,NONE,ALLOW,
D00291,2026-09-11 12:30:58,nnakale,WKST-CS-006,google.com,102.134.183.155,POST,16311,Business,NONE,ALLOW,
D00292,2026-09-11 12:51:18,shapaka,WKST-EXE-002,zoom.us,104.21.169.165,POST,20335,Business,NONE,ALLOW,
D00293,2026-09-11 12:55:24,jkavari,WKST-FIN-021,zoom.us,104.21.109.178,POST,7399,Business,NONE,ALLOW,
D00294,2026-09-11 12:59:41,sihuhua,WKST-SWK-008,microsoft.com,197.188.154.61,CONNECT,6501,Business,NONE,ALLOW,
D00295,2026-09-11 13:06:03,sihuhua,WKST-SWK-008,salesforce.com,45.83.174.126,CONNECT,16386,Business,NONE,ALLOW,
D00296,2026-09-11 13:14:16,jkavari,WKST-FIN-021,dropbox.com,104.21.245.182,GET,21650,Cloud Storage,NONE,ALLOW,
D00297,2026-09-11 13:22:10,pnakale,WKST-HR-002,dropbox.com,102.134.172.88,GET,34700,Cloud Storage,NONE,ALLOW,
D00298,2026-09-11 13:49:36,jkavari,WKST-FIN-021,dropbox.com,102.134.249.50,CONNECT,32154,Cloud Storage,NONE,ALLOW,
D00299,2026-09-11 13:56:17,murorua,WKST-RSK-006,google.com,197.188.171.248,CONNECT,27553,Business,NONE,ALLOW,
D00300,2026-09-11 14:06:14,murorua,WKST-RSK-006,salesforce.com,196.44.89.238,CONNECT,59252,Business,NONE,ALLOW,
D00301,2026-09-11 14:11:47,nghifindaka,WKST-IT-005,dropbox.com,102.134.171.32,GET,30495,Cloud Storage,NONE,ALLOW,
D00302,2026-09-11 14:13:35,ntinda,WKST-MKT-010,github.com,41.182.158.62,POST,13754,Cloud Storage,NONE,ALLOW,
D00303,2026-09-11 14:59:34,kndjavera,WKST-CMP-009,microsoft.com,196.44.203.98,POST,84092,Business,NONE,ALLOW,
D00304,2026-09-11 15:31:53,tkamati,WKST-CS-011,microsoft.com,197.188.90.30,CONNECT,40695,Business,NONE,ALLOW,
D00305,2026-09-11 15:33:01,nambala,WKST-SWK-012,nust.na,45.83.190.209,POST,86358,Business,NONE,ALLOW,
D00306,2026-09-11 15:41:25,nduminga,WKST-SWK-002,github.com,185.44.37.8,POST,20204,Cloud Storage,NONE,ALLOW,
D00307,2026-09-11 16:17:29,pnakale,WKST-HR-002,bankofnamibia.org.na,45.83.214.189,POST,33953,Business,NONE,ALLOW,
D00308,2026-09-11 16:34:44,tjirera,WKST-AUD-004,nust.na,196.44.149.65,CONNECT,36939,Business,NONE,ALLOW,
D00309,2026-09-11 16:48:59,mbandeka,WKST-LGL-005,github.com,196.44.221.230,POST,25428,Cloud Storage,NONE,ALLOW,
D00310,2026-09-11 17:03:31,mhaingura,WKST-CS-017,ofservices-portal.com,196.250.34.77,GET,84512,Newly Registered Domain,URL-RISK-MONITOR,ALLOW,update.hta
D00311,2026-09-11 17:05:02,mhaingura,WKST-CS-017,sync-statistics.net,196.250.34.77,CONNECT,912,Uncategorised,NONE,ALLOW,
D00312,2026-09-11 17:06:12,katjiuongua,WKST-IT-012,github.com,185.44.87.125,GET,36821,Cloud Storage,NONE,ALLOW,
D00313,2026-09-11 17:10:02,mhaingura,WKST-CS-017,sync-statistics.net,196.250.34.77,CONNECT,1044,Uncategorised,NONE,ALLOW,
D00314,2026-09-11 17:15:03,mhaingura,WKST-CS-017,sync-statistics.net,196.250.34.77,CONNECT,986,Uncategorised,NONE,ALLOW,
D00315,2026-09-11 17:17:44,ntinda,WKST-MKT-010,google.com,104.21.100.178,POST,34080,Business,NONE,ALLOW,
D00316,2026-09-11 17:27:13,sihuhua,WKST-SWK-008,office.com,102.134.174.38,POST,24214,Business,NONE,ALLOW,
D00317,2026-09-11 17:29:12,haufiku,WKST-SOC-003,github.com,197.188.1.111,POST,87125,Cloud Storage,NONE,ALLOW,
D00318,2026-09-11 17:39:03,shilongo,WKST-LOAN-018,dropbox.com,45.83.194.207,CONNECT,6520,Cloud Storage,NONE,ALLOW,
D00319,2026-09-11 17:53:15,amupanda,WKST-CMP-003,office.com,185.44.194.134,CONNECT,14687,Business,NONE,ALLOW,
D00320,2026-09-11 18:45:37,tshivute,WKST-FIN-004,nust.na,185.44.183.20,GET,11659,Business,NONE,ALLOW,
D00321,2026-09-11 19:08:09,shapaka,WKST-EXE-002,dropbox.com,196.44.220.80,POST,82125,Cloud Storage,NONE,ALLOW,
D00322,2026-09-11 19:10:52,tjirera,WKST-AUD-004,google.com,196.44.134.146,CONNECT,33297,Business,NONE,ALLOW,
D00323,2026-09-11 19:27:20,shapaka,WKST-EXE-002,google.com,185.44.240.122,CONNECT,59636,Business,NONE,ALLOW,
D00324,2026-09-11 19:27:35,murorua,WKST-RSK-006,nust.na,185.44.193.45,POST,20241,Business,NONE,ALLOW,
D00325,2026-09-11 19:30:30,haufiku,WKST-SOC-003,microsoft.com,197.188.156.239,GET,45897,Business,NONE,ALLOW,
D00326,2026-09-11 19:45:57,jkavari,WKST-FIN-021,zoom.us,104.21.174.42,CONNECT,72429,Business,NONE,ALLOW,
D00327,2026-09-11 19:55:54,kndjavera,WKST-CMP-009,office.com,104.21.41.19,CONNECT,26542,Business,NONE,ALLOW,
D00328,2026-09-11 20:20:21,ndjaba,WKST-OND-004,office.com,196.44.202.247,GET,29724,Business,NONE,ALLOW,
D00329,2026-09-11 20:33:22,mukwambi,WKST-HR-014,dropbox.com,185.44.87.146,POST,10076,Cloud Storage,NONE,ALLOW,
D00330,2026-09-11 20:33:29,mbandeka,WKST-LGL-005,office.com,185.44.184.49,POST,5993,Business,NONE,ALLOW,
D00331,2026-09-11 20:56:04,nduminga,WKST-SWK-002,salesforce.com,185.44.15.89,CONNECT,5286,Business,NONE,ALLOW,
D00332,2026-09-11 20:59:46,mukwambi,WKST-HR-014,nust.na,41.182.225.58,CONNECT,17987,Business,NONE,ALLOW,
D00333,2026-09-12 00:36:12,mhaingura,WKST-CS-017,cdn-storage-sync.net,45.83.64.12,POST,284332118,Cloud Storage,CUSTOMER-PII-BULK,ALLOW,kyc_q3.zip
D00334,2026-09-12 00:43:51,mhaingura,WKST-CS-017,cdn-storage-sync.net,45.83.64.12,POST,972116441,Cloud Storage,CUSTOMER-PII-BULK,BLOCK,kyc_q3.zip
D00335,2026-09-12 00:44:07,mhaingura,WKST-CS-017,cdn-storage-sync.net,45.83.64.12,POST,22441882,Cloud Storage,CUSTOMER-PII-BULK,BLOCK,kyc_q3.zip
D00336,2026-09-12 07:05:52,nnakale,WKST-CS-006,office.com,104.21.19.30,CONNECT,13654,Business,NONE,ALLOW,
D00337,2026-09-12 07:21:47,ntinda,WKST-MKT-010,microsoft.com,185.44.232.179,GET,7089,Business,NONE,ALLOW,
D00338,2026-09-12 07:25:16,hamukwaya,WKST-TRY-007,microsoft.com,197.188.105.89,GET,54189,Business,NONE,ALLOW,
D00339,2026-09-12 07:30:47,kndjavera,WKST-CMP-009,zoom.us,185.44.118.98,GET,15744,Business,NONE,ALLOW,
D00340,2026-09-12 08:00:18,sankwasa,WKST-PRC-008,salesforce.com,196.44.5.200,POST,57676,Business,NONE,ALLOW,
D00341,2026-09-12 08:06:42,pnakale,WKST-HR-002,bankofnamibia.org.na,102.134.29.68,POST,31745,Business,NONE,ALLOW,
D00342,2026-09-12 08:35:30,tjirera,WKST-AUD-004,nust.na,45.83.66.162,POST,35699,Business,NONE,ALLOW,
D00343,2026-09-12 08:38:08,pnakale,WKST-HR-002,salesforce.com,104.21.51.7,GET,27658,Business,NONE,ALLOW,
D00344,2026-09-12 08:48:00,tjirera,WKST-AUD-004,nust.na,196.44.41.27,CONNECT,6456,Business,NONE,ALLOW,
D00345,2026-09-12 08:49:44,mbandeka,WKST-LGL-005,bankofnamibia.org.na,196.44.118.16,GET,68358,Business,NONE,ALLOW,
D00346,2026-09-12 08:57:40,amupanda,WKST-CMP-003,zoom.us,185.44.197.9,POST,51045,Business,NONE,ALLOW,
D00347,2026-09-12 09:25:31,tjirera,WKST-AUD-004,dropbox.com,185.44.228.189,CONNECT,11852,Cloud Storage,NONE,ALLOW,
D00348,2026-09-12 09:43:08,amupanda,WKST-CMP-003,github.com,102.134.85.11,CONNECT,15676,Cloud Storage,NONE,ALLOW,
D00349,2026-09-12 09:52:32,tkamati,WKST-CS-011,nust.na,41.182.198.161,GET,14804,Business,NONE,ALLOW,
D00350,2026-09-12 09:53:21,nambala,WKST-SWK-012,office.com,41.182.244.156,POST,77343,Business,NONE,ALLOW,
D00351,2026-09-12 10:16:26,tshivute,WKST-FIN-004,zoom.us,41.182.169.117,GET,11147,Business,NONE,ALLOW,
D00352,2026-09-12 10:52:02,hamukwaya,WKST-TRY-007,dropbox.com,197.188.3.22,CONNECT,4187,Cloud Storage,NONE,ALLOW,
D00353,2026-09-12 11:03:12,shilongo,WKST-LOAN-018,zoom.us,185.44.120.17,GET,20609,Business,NONE,ALLOW,
D00354,2026-09-12 11:21:13,tshivute,WKST-FIN-004,google.com,41.182.116.102,CONNECT,9054,Business,NONE,ALLOW,
D00355,2026-09-12 11:31:01,pnakale,WKST-HR-002,dropbox.com,41.182.175.72,POST,58506,Cloud Storage,NONE,ALLOW,
D00356,2026-09-12 12:30:30,nghifindaka,WKST-IT-005,nust.na,185.44.132.70,CONNECT,23587,Business,NONE,ALLOW,
D00357,2026-09-12 12:35:27,shapaka,WKST-EXE-002,microsoft.com,45.83.216.106,GET,53919,Business,NONE,ALLOW,
D00358,2026-09-12 12:50:33,katjiuongua,WKST-IT-012,github.com,45.83.66.43,POST,22766,Cloud Storage,NONE,ALLOW,
D00359,2026-09-12 12:57:37,ntinda,WKST-MKT-010,google.com,104.21.204.10,GET,10354,Business,NONE,ALLOW,
D00360,2026-09-12 12:58:49,shapaka,WKST-EXE-002,github.com,41.182.219.213,GET,3004,Cloud Storage,NONE,ALLOW,
D00361,2026-09-12 13:48:21,sihuhua,WKST-SWK-008,microsoft.com,41.182.167.128,GET,25619,Business,NONE,ALLOW,
D00362,2026-09-12 14:32:16,mbandeka,WKST-LGL-005,microsoft.com,41.182.148.93,CONNECT,33342,Business,NONE,ALLOW,
D00363,2026-09-12 14:34:05,tjirera,WKST-AUD-004,github.com,197.188.213.121,GET,18160,Cloud Storage,NONE,ALLOW,
D00364,2026-09-12 14:43:33,nambala,WKST-SWK-012,github.com,45.83.56.207,GET,25708,Cloud Storage,NONE,ALLOW,
D00365,2026-09-12 14:46:26,nambala,WKST-SWK-012,dropbox.com,41.182.194.139,CONNECT,19279,Cloud Storage,NONE,ALLOW,
D00366,2026-09-12 15:20:33,hamukwaya,WKST-TRY-007,nust.na,41.182.149.40,GET,12454,Business,NONE,ALLOW,
D00367,2026-09-12 15:21:01,nnakale,WKST-CS-006,google.com,104.21.49.62,GET,65362,Business,NONE,ALLOW,
D00368,2026-09-12 15:24:48,ndjaba,WKST-OND-004,zoom.us,185.44.12.14,CONNECT,22208,Business,NONE,ALLOW,
D00369,2026-09-12 15:36:43,hamukwaya,WKST-TRY-007,github.com,104.21.178.178,POST,251807,Cloud Storage,NONE,ALLOW,
D00370,2026-09-12 15:42:45,shilongo,WKST-LOAN-018,github.com,185.44.166.13,POST,27467,Cloud Storage,NONE,ALLOW,
D00371,2026-09-12 15:59:47,nambala,WKST-SWK-012,github.com,102.134.169.7,CONNECT,14407,Cloud Storage,NONE,ALLOW,
D00372,2026-09-12 16:03:13,nghifindaka,WKST-IT-005,github.com,185.44.86.177,GET,8918,Cloud Storage,NONE,ALLOW,
D00373,2026-09-12 16:23:03,sankwasa,WKST-PRC-008,salesforce.com,185.44.222.210,CONNECT,18018,Business,NONE,ALLOW,
D00374,2026-09-12 16:23:44,tshivute,WKST-FIN-004,zoom.us,185.44.85.53,POST,20927,Business,NONE,ALLOW,
D00375,2026-09-12 16:25:02,amupanda,WKST-CMP-003,google.com,197.188.252.85,CONNECT,152663,Business,NONE,ALLOW,
D00376,2026-09-12 16:28:44,hamukwaya,WKST-TRY-007,dropbox.com,197.188.10.80,GET,2583,Cloud Storage,NONE,ALLOW,
D00377,2026-09-12 16:33:19,haufiku,WKST-SOC-003,bankofnamibia.org.na,45.83.204.209,CONNECT,129675,Business,NONE,ALLOW,
D00378,2026-09-12 16:57:24,sankwasa,WKST-PRC-008,nust.na,45.83.56.56,POST,19130,Business,NONE,ALLOW,
D00379,2026-09-12 16:58:22,nghifindaka,WKST-IT-005,google.com,45.83.125.158,CONNECT,42132,Business,NONE,ALLOW,
D00380,2026-09-12 17:03:47,murorua,WKST-RSK-006,salesforce.com,196.44.31.149,CONNECT,129153,Business,NONE,ALLOW,
D00381,2026-09-12 17:04:22,nambala,WKST-SWK-012,github.com,197.188.57.20,POST,25103,Cloud Storage,NONE,ALLOW,
D00382,2026-09-12 17:06:27,kndjavera,WKST-CMP-009,microsoft.com,104.21.36.66,GET,7193,Business,NONE,ALLOW,
D00383,2026-09-12 17:34:09,kndjavera,WKST-CMP-009,dropbox.com,41.182.129.115,GET,8686,Cloud Storage,NONE,ALLOW,
D00384,2026-09-12 17:35:18,sankwasa,WKST-PRC-008,microsoft.com,104.21.152.187,GET,65296,Business,NONE,ALLOW,
D00385,2026-09-12 18:00:10,nghifindaka,WKST-IT-005,microsoft.com,45.83.27.110,CONNECT,127242,Business,NONE,ALLOW,
D00386,2026-09-12 18:13:34,tjirera,WKST-AUD-004,nust.na,45.83.24.204,GET,64838,Business,NONE,ALLOW,
D00387,2026-09-12 18:35:20,nnakale,WKST-CS-006,nust.na,102.134.20.212,POST,45011,Business,NONE,ALLOW,
D00388,2026-09-12 18:37:33,murorua,WKST-RSK-006,dropbox.com,102.134.171.57,POST,10358,Cloud Storage,NONE,ALLOW,
D00389,2026-09-12 18:47:40,shilongo,WKST-LOAN-018,zoom.us,102.134.220.141,GET,22520,Business,NONE,ALLOW,
D00390,2026-09-12 18:53:23,ndjaba,WKST-OND-004,office.com,197.188.40.89,GET,42401,Business,NONE,ALLOW,
D00391,2026-09-12 18:56:46,jkavari,WKST-FIN-021,github.com,185.44.246.29,CONNECT,14510,Cloud Storage,NONE,ALLOW,
D00392,2026-09-12 19:09:02,tkamati,WKST-CS-011,salesforce.com,41.182.17.39,POST,15622,Business,NONE,ALLOW,
D00393,2026-09-12 19:17:57,amupanda,WKST-CMP-003,office.com,45.83.94.76,CONNECT,43153,Business,NONE,ALLOW,
D00394,2026-09-12 19:38:57,nduminga,WKST-SWK-002,microsoft.com,196.44.5.98,GET,138720,Business,NONE,ALLOW,
D00395,2026-09-12 19:43:29,tjirera,WKST-AUD-004,salesforce.com,102.134.174.114,CONNECT,216394,Business,NONE,ALLOW,
D00396,2026-09-12 19:45:51,sankwasa,WKST-PRC-008,salesforce.com,197.188.7.36,POST,48505,Business,NONE,ALLOW,
D00397,2026-09-12 19:50:04,katjiuongua,WKST-IT-012,google.com,102.134.191.54,POST,4929,Business,NONE,ALLOW,
D00398,2026-09-12 20:06:58,tjirera,WKST-AUD-004,microsoft.com,197.188.7.157,GET,18185,Business,NONE,ALLOW,
D00399,2026-09-12 20:08:17,shilongo,WKST-LOAN-018,salesforce.com,102.134.199.158,POST,45869,Business,NONE,ALLOW,
D00400,2026-09-12 20:11:34,hamukwaya,WKST-TRY-007,github.com,45.83.188.208,POST,26746,Cloud Storage,NONE,ALLOW,
D00401,2026-09-12 20:28:39,sihuhua,WKST-SWK-008,nust.na,104.21.1.235,GET,5951,Business,NONE,ALLOW,
D00402,2026-09-12 20:42:21,nambala,WKST-SWK-012,dropbox.com,104.21.46.150,POST,191846,Cloud Storage,NONE,ALLOW,
D00403,2026-09-12 20:49:17,sihuhua,WKST-SWK-008,bankofnamibia.org.na,196.44.56.122,CONNECT,12631,Business,NONE,ALLOW,
